ID - Ahrens,SHA stream code,Ahrens Sub-Area,0,River,Revised based on Region input 2013 - Runtiming,Stock assessment,Assessment details,Ron 2013 - productivity,Ron's comments 2013,Watershed Map Code - AHRENS,WSC from SHA,New WSC from SHA,WB_ID from SHA,Stream Order,MPM Comments 2013,Wild Stock Trend,Wild Stock Status,Classification 2005,Classification status 2013,Recent Escapements 1,Smolt Capacity 2,Anandromous Length (km),Bank Full Width (m),Bank Full Depth (m),Bank Full Discharge (m3/s),Mean River Gradient (%),Watershed Area (km2),Mean Watershed Elevation (m),Proportion Wetland,Proportion Alpine,Productivity,Productivity Type,Habitat Comments,Habitat Restoration To Date,Special Habitat Protection Requirements,Steelhead Objectives and Strategies,Notes,Angling Regulations,
194,278,Middle Fraser ,3,Thompson River,Summer,yes,"River guardians will patrol during times of fishery closure and survey the steelhead fishery in the event of an opening (QW-RB $25K), Multi-year, snorkel count assessment of steelhead parr standing stock to provide estimate of steelhead carrying capacity for the Thompson River watershed (O&M, RB $73K)",,,120,120-0000-000-000-000-000-000-000-000-000-000-000,120-000000-00000-00000-0000-0000-000-000-000-000-000-000,23825,7,,,Extreme Conservation Concern,Wild,wild,,46007,159.3675,148.7532,3.99499,2204.272,11,55013.12,1246.546,0.00909,0.05151,,,,,,,,,
294,298,North Coast,5,Asseek River,Winter,,,,,910273700,910-2737-000-000-000-000-000-000-000-000-000-000,910-273700-00000-00000-0000-0000-000-000-000-000-000-000,278324,3,,,Conservation Concern,Wild,wild,,1190,2.54575,15.66333,1.03551,51.81811,15,55.53,1024,0,0.18728,,,,,,,,,
,300,,5,Atnarko River,,,,,,,910-2907-999-000-000-000-000-000-000-000-000-000,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,279963,,,,,,,,,,,,,,,,,,,,,,,,,,
76,301,Bella Coola Dean,5,Bella Coola,Winter,yes,Atnarko EF surveys and adult snorkel surveys,,summer/late-fall/spring,910290700,910-2907-000-000-000-000-000-000-000-000-000-000,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,278858,6,,In Decilne,Conservation Concern,Wild,wild,500,17259,62.90916,84.3002,2.67839,725.9868,10,5149.37,1409.287,0.004,0.2405,Low,Natural,The Bella Coola River is a large glacially fed sixth-order river draining a 5130 km2 watershed; mean annual discharge (mad) is about 150 m3/s at the mouth in the central mainland coast of British Columbia (coastal Cariboo Region) that drains into the Pacific Ocean at North Bentinck Arm.  The main glacial input is the Talchako River (mad = 60 m3/s) and its headwaters (Monarch ice fields) and they join the Atnarko River (27.7 m3/s) to form the Bella Coola River.  Burnt Bridge Creek  and the Atnarko River  together they account for approximately 80% of the steelhead spawning and nursery habitats weighted by use and not area.  Both streams are nominally protected by Tweedsmuir Provincial Park and exhibit near-pristine habitats.,,,"Closure of directed in-river fishery beginning November 1995.
Dialogue with DFO to reduce commercial bycatch.
Reduction of steelhead bycatch in the Nuxalk in-river drift net fishery.
Annual monitoring of stock staus for both adults and juveniles.
Improve escapement to fully seed habitat.",,Steelhead Catch and Release,
,302,,5,Cariboo River,,,,,,,160-4661-000-000-000-000-000-000-000-000-000-000,160-466100-00000-00000-0000-0000-000-000-000-000-000-000,48353,,,,,,,,,,,,,,,,,,,,,,,,,,
73,303,Middle Fraser ,5,Chilcotin River,Summer,,"Monitor abundance, recruitment and status -HCTF O&M (RB),l historic EF juvenile data",,,150,150-0000-000-000-000-000-000-000-000-000-000-000,150-000000-00000-00000-0000-0000-000-000-000-000-000-000,42962,7,,In Decline,Conservation Concern,Wild,wild,254,107590,277.4089,66.40788,2.28529,467.1407,3,19573.94,1395.286,0.02977,0.0884,Low,Natural,"The Chilcotin River is accessible to anadromous fish for approximately 276 km (Tredger 1981), although few steelhead are found upstream of the Chilko confluence (Spence 1981), and steelhead are not thought to occur upstream of Chilcotin Lake, 162 km upstream of the Fraser Lower River alkalinity 24 mg/L  Upper River alkalinity 92 mg/L",,,,Concern with steelhead interception in commercial fisheries in Johnstone and Juan de Fuca Straights. Recent telemetry work to determine run timing and distribution.,Steelhead Catch and Release,
75,304,Middle Fraser ,5,Chilko River,Summer,,,,,150335700,150-3357-000-000-000-000-000-000-000-000-000-000,150-335700-00000-00000-0000-0000-000-000-000-000-000-000,44413,4,,In Decilne,Extreme Conservation Concern,Wild,wild,233,,155.3,59.56,2.13,385,9,6888.87,1632.39,0.01146,0.20884,Low,Natural,"Steelhead are thought to ascend the Chilko River as far as Chilko Lake, 84 km upstream of the confluence with the Chilcotin.  Alkalinity 24 mg/L",,,,Concern with steelhead interception in commercial fisheries in Johnstone and Juan de Fuca Straights.  Considered part of the Chilkotin stock,Steelhead catch and release,
,477,,5,Clatse Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,307,Bella Coola Dean,5,Dean River,Winter,yes,(QWS LW $76K),,summer,910318700,910-3187-000-000-000-000-000-000-000-000-000-000,910-318700-00000-00000-0000-0000-000-000-000-000-000-000,281828,7,,Stable,Routine Management,Wild,wild,4200,4778,56.94168,70.03307,2.36592,514.3711,6,7772.53,1357.06,0.05123,0.12384,Low,Natural,,,,,,Steelhead catch and release,
378,308,North Coast,5,Kilbella River,Winter,,,,,910130900,910-1309-000-000-000-000-000-000-000-000-000-000,910-130900-00000-00000-0000-0000-000-000-000-000-000-000,276491,4,,,Conservation Concern,Wild,wild,,6689,52.78717,57.03452,2.07428,356.9253,13,716.11,929.6352,0,0.22319,,,,,,,,,
382,473,North Coast,5,Kimsquit River,Winter,,,,,910322400,,,,5,,,Routine Management,Wild,wild,,6438,64.01719,55.69502,2.0438,342.5444,12,1026.14,1103.716,0.00121,0.37754,,,,,,,,,
,309,,5,Kimsquit River,,,,,,,910-3224-000-000-000-000-000-000-000-000-000-000,910-322400-00000-00000-0000-0000-000-000-000-000-000-000,283996,,,,,,,,,,,,,,,,,,,,,,,,,,
401,310,North Coast,5,Koeye River,Winter,,,,,910212200,910-2122-000-000-000-000-000-000-000-000-000-000,910-212200-00000-00000-0000-0000-000-000-000-000-000-000,277250,4,,,Conservation Concern,Wild,wild,,2854,29.38677,36.1344,1.58481,168.998,12,173.48,404.7342,0.00044,0.04513,,,,,,,,,
415,311,North Coast,5,Kwatna River,Winter,,,,,910246500,910-2465-000-000-000-000-000-000-000-000-000-000,910-246500-00000-00000-0000-0000-000-000-000-000-000-000,277669,5,,,Conservation Concern,Wild,wild,,2590,21.89173,43.44726,1.76013,226.1808,12,378.2,869.2994,0.00095,0.37271,,,,,,,,,
108,489,North Coast,5,Lockhart Gordon Creek,Winter,,,,,910107400,,,,2,,,Conservation Concern,Wild,wild,,1374,2.1188,26.45557,1.34069,106.1882,12,100.98,655,0,0.24579,,,,,,,,,
,312,,5,Machmell River,,,,,,,910-1288-602-000-000-000-000-000-000-000-000-000,910-128800-60200-00000-0000-0000-000-000-000-000-000-000,275837,,,,,,,,,,,,,,,,,,,,,,,,,,
122,299,North Coast,5,Milton River,Winter,,,,,910146000,910-1460-000-000-000-000-000-000-000-000-000-000,910-146000-00000-00000-0000-0000-000-000-000-000-000-000,276761,3,,,Conservation Concern,Wild,wild,,1157,11.23962,21.64439,1.21082,80.01322,15,65.6,690,0,0.22743,,,,,,,,,
132,313,North Coast,5,Nekite River,Winter,,,,,910041700,910-0417-000-000-000-000-000-000-000-000-000-000,910-041700-00000-00000-0000-0000-000-000-000-000-000-000,275187,5,,,Conservation Concern,Wild,wild,,2749,8.04493,45.43669,1.80692,243.2804,12,387.37,899.0909,0,0.33002,,,,,,,,,
133,314,North Coast,5,Noeick River,Winter,,,,,910276400,910-2764-000-000-000-000-000-000-000-000-000-000,910-276400-00000-00000-0000-0000-000-000-000-000-000-000,278463,5,,,Conservation Concern,Wild,wild,,5562,10.87942,44.76421,1.79114,237.4245,13,588.33,1353.439,0,0.23967,,,,,,,,,
,315,,5,Nooskulla Creek,,,,,,,910-3187-046-000-000-000-000-000-000-000-000-000,910-318700-04600-00000-0000-0000-000-000-000-000-000-000,281861,,,,,,,,,,,,,,,,,,,,,,,,,,
135,475,North Coast,5,Nootum River,Winter,,,,,910225900,,,,4,,,Conservation Concern,Wild,wild,,2069,10.98642,27.34385,1.36391,111.3755,9,99.35,493.3859,0,0.09079,,,,,,,,,
,323,,5,Piper River,,,,,,,910-0417-181-000-000-000-000-000-000-000-000-000,910-041700-18100-00000-0000-0000-000-000-000-000-000-000,275197,,,,,,,,,,,,,,,,,,,,,,,,,,
,476,,5,Quartcha Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,474,North Coast,5,Quatlena River,Winter,,,,,910240300,,,,4,,,Conservation Concern,Wild,wild,,1050,2.04773,30.72532,1.45059,132.1686,16,143.82,697.9779,0.01018,0.23897,,,,,,,,,
145,316,Middle Fraser ,5,Quesnel River,Summer,,,,summer,160,160-0000-000-000-000-000-000-000-000-000-000-000,160-000000-00000-00000-0000-0000-000-000-000-000-000-000,47644,7,,,Extreme Conservation Concern,Wild,wild,,73480,207.2448,94.23371,2.89147,897.9987,8,11986.08,1250.511,0.01408,0.09397,,,,,,,,,
,471,,5,Roscoe Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,317,,5,Salloomt River,,,,,,,910-2907-309-000-000-000-000-000-000-000-000-000,910-290700-30900-00000-0000-0000-000-000-000-000-000-000,279102,,,,,,,,,,,,,,,,,,,,,,,,,,
,279,,5,Sheemahant River,,,,,,,910-1288-798-000-000-000-000-000-000-000-000-000,910-128800-79800-00000-0000-0000-000-000-000-000-000-000,276156,,,,,,,,,,,,,,,,,,,,,,,,,,
,318,,5,Takia River,,,,,,,910-3187-201-000-000-000-000-000-000-000-000-000,910-318700-20100-00000-0000-0000-000-000-000-000-000-000,282108,,,,,,,,,,,,,,,,,,,,,,,,,,
,319,,5,Talchako River,,,,,,,910-2907-998-000-000-000-000-000-000-000-000-000,910-290700-99800-00000-0000-0000-000-000-000-000-000-000,279640,,,,,,,,,,,,,,,,,,,,,,,,,,
184,320,North Coast,5,Taleomey River,Winter,,,,,910275900,910-2759-000-000-000-000-000-000-000-000-000-000,910-275900-00000-00000-0000-0000-000-000-000-000-000-000,278348,4,,,Conservation Concern,Wild,wild,,5702,18.70496,39.25928,1.66044,192.3629,11,434.81,1362.683,0,0.25284,,,,,,,,,
74,321,Middle Fraser ,5,Taseko River,Summer,,,,,15033570013400,150-3357-134-000-000-000-000-000-000-000-000-000,150-335700-13400-00000-0000-0000-000-000-000-000-000-000,44417,6,,In Decline,Conservation Concern,Wild,wild,,20253,113.876,43.55797,1.76274,227.1146,7,3310.08,1724.693,0.01488,0.22516,Low,Natural,"The Taseko River, a major tributary of the Chilko, is accessible for 99 km from the Chilko, but few steelhead are found in this river.  Elkin Creek, a tributary of the Taseko, has a barrier to anadromous fish migration located 12 km from its mouth.  Alkalinity 24 mg/L",,,,Concern with steelhead interception in commercial fisheries in Johnstone and Juan de Fuca Straights,Steelhead Catch and Release,
,322,,5,Tsuniah Creek,,,,,,,150-3357-651-000-000-000-000-000-000-000-000-000,150-335700-65100-00000-0000-0000-000-000-000-000-000-000,45842,,,,,,,,,,,,,,,,,,,,,,,,,,
287,408,North Coast,6,Aaltanhash River,Winter,,,,,910550600,910-5506-000-000-000-000-000-000-000-000-000-000,910-550600-00000-00000-0000-0000-000-000-000-000-000-000,287095,3,,,Routine Management,Wild,,,904,5.10087,31.05722,1.45897,134.3002,13,101.87,655,0.01052,0.35692,,,,,,,,,
289,425,Queen Charlotte Island,6,Ain River,Winter,,,,,940768700,940-7687-000-000-000-000-000-000-000-000-000-000,940-768700-00000-00000-0000-0000-000-000-000-000-000-000,327864,4,,,Routine Management,Wild,,,3770,29.68955,37.76549,1.62444,180.9982,3,288.99,200,0.00069,0.00512,,,,,,,,,
290,,North Coast Islands,6,Alpha Creek,Winter,,,,,91556020069000,,,,3,,,Routine Management,Wild,wild,,599,5.08709,13.11029,0.95338,41.19083,15,20.75,297,0,0.03132,,,,,,,,,
297,426,Queen Charlotte Island,6,Awun River,Winter,,,,,940818300,940-8183-000-000-000-000-000-000-000-000-000-000,940-818300-00000-00000-0000-0000-000-000-000-000-000-000,327900,3,,,Routine Management,Wild,,,1362,13.04572,19.59631,1.1529,69.82852,9,71.28,255,0,0,,,,,,,,,
81,325,Upper Skeena,6,Babine River (Rainbow Alley),Summer,yes,limited EF data for juveniles,,,480,480-0000-000-000-000-000-000-000-000-000-000-000,480-000000-00000-00000-0000-0000-000-000-000-000-000-000,208377,7,,Stable,Routine Management,Wild,wild,9236,65883,262.5333,65.8748,2.27339,460.415,8,10402.89,1058.122,0.02218,0.06731,Low,Natural,The Babine River flows from Nilkitkwa Lake 78km northeast of Smithers.  The river flows northwest to its confluence with the Skeena River approximately 49km northeast of Hazelton.  27km of the Babine consists of a relatively high gradient canyon in the lower third of the river.  The majority of the watershed is classified in the Sub-Boreal Spruce biogeoclimatic zone with the portion downstream of Gail Creek classified in the Interior Cedar Hemlock zone.  Alkalinity 35 mg/L,,Maintinance of good logging practices,Maintenance of quality angling opportunites.,,Steelhead Catch and Release,
298,,North Coast Islands,6,Banks Lakes Creek,Winter,,,,,91556000025100,,,,4,,,Routine Management,Wild,wild,,2389,11.66,27.98017,1.38042,115.1611,2,99.17,162.3483,0.00015,0,,,,,,,,,
300,,Upper Skeena,6,Bear River,summer,,,,,490267900,,,,4,,,Routine Management,Wild,wild,,3627,37.29854,24.78108,1.29633,96.71355,8,452.05,1207.795,0.00718,0.2094,,,,,,,,,
301,326,North Coast,6,Bear River,Winter,,,,,910999400,910-9994-000-000-000-000-000-000-000-000-000-000,910-999400-00000-00000-0000-0000-000-000-000-000-000-000,295181,5,,,Routine Management,Wild,wild,,7297,29.13996,41.2852,1.70888,208.358,9,709.43,1246.055,0,0.18853,,,,,,,,,
302,327,Upper Nass,6,Bell-irving River,summer,,,,,560,560-0000-000-000-000-000-000-000-000-000-000-000,560-000000-00000-00000-0000-0000-000-000-000-000-000-000,220614,7,,,Routine Management,Wild,,,2163619,117.3787,69.74495,3.03425,510.5217,8,5391.64,1227.451,0.00526,0.27225,,,,,,,,,
304,328,North Coast,6,Bish Creek,Winter,,,,,910677700,910-6777-000-000-000-000-000-000-000-000-000-000,910-677700-00000-00000-0000-0000-000-000-000-000-000-000,292106,5,,,Routine Management,Wild,,,1620,12.38791,29.58533,1.42165,124.9715,14,125.09,584.4639,0.00123,0.17739,,,,,,,,,
306,,Queen Charlotte Island,6,Bonanza Creek,Winter,,,,,940332900,,,,3,,,Routine Management,Wild,wild,,1367,10.15422,18.60195,1.12407,65.08458,8,64.06,296,0,0,,,,,,,,,
307,448,North Coast,6,Bonanza Creek,Winter,,,,,910949800,910-9498-000-000-000-000-000-000-000-000-000-000,910-949800-00000-00000-0000-0000-000-000-000-000-000-000,294834,3,,,Routine Management,Wild,,,815,13.85,19.33,1.14,68.56,17,50,830,0,0.35952,,,,,,,,,
308,,Queen Charlotte Island,6,Boomchain Bay Creek,Winter,,,,,950907200,,,,3,,,Routine Management,Wild,wild,,607,4.94763,9.95896,0.84239,29.20696,8,17.68,273,0,0.00452,,,,,,,,,
,416,,6,Boulder Creek,,,,,,,460-1426-000-000-000-000-000-000-000-000-000-000,460-142600-00000-00000-0000-0000-000-000-000-000-000-000,204646,,,,,,,,,,,,,,,,,,,,,,,,,,
,427,,6,Braverman Creek,,,,,,,950-0668-000-000-000-000-000-000-000-000-000-000,950-066800-00000-00000-0000-0000-000-000-000-000-000-000,328189,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,North Coast,6,Brim River,Winter,,,,,910632400,,,,4,,,Routine Management,Wild,wild,,1236,11.24063,33.66693,1.52417,151.6401,12,160.2,908.0358,0.00023,0.5774,,,,,,,,,
311,,North Coast,6,Brodie Lake Creek,Winter,,,,,910748900,,,,3,,,Routine Management,Wild,wild,,1160,4.97912,22.97053,1.24739,86.9092,10,61.49,531.7609,0.00081,0.22979,,,,,,,,,
312,,Stikine,6,Bronson Creek,Winter,,,,,610212400,,,,4,,,Routine Management,Wild,wild,,1699,3.97577,17.72547,1.09821,61.01053,8,57.56,1194.952,0.00066,0.31584,,,,,,,,,
79,329,Upper Skeena,6,Bulkley River,summer,yes,EF juvenile data,,,460,460-0000-000-000-000-000-000-000-000-000-000-000,460-000000-00000-00000-0000-0000-000-000-000-000-000-000,204228,7,,Stable,Routine Management,Wild,wild,16985,114689,257.7931,82.9174,2.64844,703.657,4,11955.75,1081.176,0.01116,0.11992,Low,Natural,"The Bulkley River originates approximately 36 kilometers due east of
Houston, B.C.. At a point about 6 kilometers north-west of Houston, the
Bulkley is joined by the much larger Morice River. The river then flows in a
general northwesterly direction for 120 kilometers to its confluence with the
Skeena River at Hazelton. The Bulkley is a relatively stable river, being largely lake-headed (Morice Lake, Bulkley Lake). The portion above Telkwa usually remains clear and stable throughout the summer and fall, but below this point the Bulkley tends to be influenced by weather conditions in the upper Telkwa River drainage. The Telkwa is a volatile, glacial stream that can be quite ""flashy"" and can affect the fishability of the Bulkley during the steelhead season. However, unfishable conditions even below Telkwa, are relatively uncommon. Alkalinity 35.8 mg/L",,Maintinance of good logging practices,Maintenance of quality angling opportunites.,,Steelhead Catch and Release,
,,,6,Buck Creek,Summer,yes,EF juvenile data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,331,North Coast Islands,6,Canoona River,Winter,,,,,91548830084200,915-4883-842-000-000-000-000-000-000-000-000-000,915-488300-84200-00000-0000-0000-000-000-000-000-000-000,301490,3,,,Routine Management,Wild,,,2085,23.48133,36.3527,1.59013,170.5795,12,122.65,348,0.0077,0.0313,,,,,,,,,
315,,Queen Charlotte Island,6,Cape Ball River,Winter,,,,,940049200,,,,3,,,Routine Management,Wild,wild,,62,36.69986,30.62052,1.44794,131.4989,1,174.82,43,0.1267,0,,,,,,,,,
316,,Queen Charlotte Island,6,Cape Edensaw East Creek,Winter,,,,,940699400,,,,3,,,Routine Management,Wild,wild,,22,15,20.17,1.17,72.65,0,69.09,48,0.14023,0,,,,,,,,,
317,,North Coast Islands,6,Captain Cove Creek,Winter,,,,,91556020066500,,,,4,,,Routine Management,Wild,wild,,854,8.77761,20.24938,1.17157,73.01528,13,47.99,286.2132,0.00459,0.08168,,,,,,,,,
318,,Queen Charlotte Island,6,Cave Creek,Winter,,,,,940544800,,,,4,,,Routine Management,Wild,wild,,1564,13.81358,23.34258,1.25754,88.88699,6,95.73,223.6142,0.00301,0.02841,,,,,,,,,
,332,,6,Cedar Creek,,,,,,,910-8856-000-000-000-000-000-000-000-000-000-000,910-885600-00000-00000-0000-0000-000-000-000-000-000-000,293923,,,,,,,,,,,,,,,,,,,,,,,,,,
,409,,6,Chambers Creek,,,,,,,500-0090-000-000-000-000-000-000-000-000-000-000,500-009000-00000-00000-0000-0000-000-000-000-000-000-000,213178,,,,,,,,,,,,,,,,,,,,,,,,,,
,415,,6,Chicken Creek,,,,,,,838-2628-423-000-000-000-000-000-000-000-000-000,838-262800-42300-00000-0000-0000-000-000-000-000-000-000,263001,,,,,,,,,,,,,,,,,,,,,,,,,,
,451,,6,Chinukundl Creek,,,,,,,940-0861-000-000-000-000-000-000-000-000-000-000,940-086100-00000-00000-0000-0000-000-000-000-000-000-000,327195,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,Stikine,6,Christina Creek,Winter,,,,,600196800,,,,4,,,Routine Management,Wild,wild,,2077,6.05845,22.21252,1.22657,82.93828,9,136.53,1062.048,0.00098,0.25371,,,,,,,,,
280,305,North Coast,5,Chuckwalla River,Winter,,,,,91013090004100,910-1309-041-000-000-000-000-000-000-000-000-000,910-130900-04100-00000-0000-0000-000-000-000-000-000-000,276495,3,,,Conservation Concern,Wild,wild,,4040,32.96108,42.48301,1.73733,218.1351,14,347.75,954,0,0.23223,,,,,,,,,
281,,Stikine,6,Chutine River,Winter,,,,,620,,,,6,,,Routine Management,Wild,wild,,13062,64.66718,65.88934,2.27371,460.5977,10,2659.05,1282.432,0.00061,0.26892,,,,,,,,,
,417,,6,Clearwater Creek,,,,,,,420-7590-000-000-000-000-000-000-000-000-000-000,420-759000-00000-00000-0000-0000-000-000-000-000-000-000,201687,,,,,,,,,,,,,,,,,,,,,,,,,,
,333,,6,Clore River,,,,,,,440-2569-000-000-000-000-000-000-000-000-000-000,440-256900-00000-00000-0000-0000-000-000-000-000-000-000,202512,,,,,,,,,,,,,,,,,,,,,,,,,,
283,306,North Coast,6,Clyak River,Winter,,,,,910141200,910-1412-000-000-000-000-000-000-000-000-000-000,910-141200-00000-00000-0000-0000-000-000-000-000-000-000,276664,4,,,Conservation Concern,Wild,wild,,2304,5.33288,38.82604,1.65003,189.0297,12,265.73,804.0119,0.00118,0.26383,,,,,,,,,
286,429,Queen Charlotte Island,6,Copper Creek,Winter,,,,,950010400,950-0104-000-000-000-000-000-000-000-000-000-000,950-010400-00000-00000-0000-0000-000-000-000-000-000-000,328151,3,,,Routine Management,Wild,,,2975,27.25459,28.70739,1.39917,119.5591,2,141.52,187.4783,0,0,,,,,,,,,
321,,Stikine,6,Craig River,Winter,,,,,610137600,,,,6,,,Routine Management,Wild,wild,,5549,28.9628,51.13561,1.93932,296.0851,11,556.31,986.7216,0.00035,0.21892,,,,,,,,,
322,334,Upper Nass,6,Cranberry River,summer,,,,,530,530-0000-000-000-000-000-000-000-000-000-000-000,530-000000-00000-00000-0000-0000-000-000-000-000-000-000,219301,6,,,Routine Management,Wild,,,13939,81.38613,65.06615,2.25532,450.319,9,1900.81,1039.253,0.00416,0.15309,,,,,,,,,
323,335,North Coast,6,Dala River,Winter,,,,,910661200,910-6612-000-000-000-000-000-000-000-000-000-000,910-661200-00000-00000-0000-0000-000-000-000-000-000-000,290716,5,,,Routine Management,Wild,,,2526,29.26433,44.53606,1.78578,235.4554,15,413.51,1011.136,0.00084,0.44596,,,,,,,,,
324,336,Upper Nass,6,Damdochax Creek,summer,,,,,580,580-0000-000-000-000-000-000-000-000-000-000-000,580-000000-00000-00000-0000-0000-000-000-000-000-000-000,225433,5,,,Routine Management,Wild,,,3868,22.04727,39.04228,1.65523,190.6896,11,725.54,1247.054,0.00167,0.35649,,,,,,,,,
325,430,Queen Charlotte Island,6,Datlamen Creek,Winter,,,,,940851600,940-8516-000-000-000-000-000-000-000-000-000-000,940-851600-00000-00000-0000-0000-000-000-000-000-000-000,327919,2,,,Routine Management,Wild,,,1815,8.02922,28.18946,1.38583,116.419,9,154.95,209,0,0,,,,,,,,,
326,431,Queen Charlotte Island,6,Davidson Creek,Winter,,,,,940661700,940-6617-000-000-000-000-000-000-000-000-000-000,940-661700-00000-00000-0000-0000-000-000-000-000-000-000,327752,3,,,Routine Management,Wild,,,2306,22.10938,25.80698,1.3236,102.4714,5,119.58,243,0.00076,0.00091,,,,,,,,,
327,432,Queen Charlotte Island,6,Deena Creek,Winter,,,,,950974300,950-9743-000-000-000-000-000-000-000-000-000-000,950-974300-00000-00000-0000-0000-000-000-000-000-000-000,329101,3,,,Routine Management,Wild,,,1654,14.33574,19.56972,1.15214,69.69997,4,64.75,237,0,0.00633,,,,,,,,,
329,,Upper Skeena,6,Duti River,summer,,,,,400872100,,,,5,,,Routine Management,Wild,wild,,3825,5.52649,42.07987,1.72777,214.8177,10,1036.16,1503.684,0.00527,0.42319,,,,,,,,,
331,337,Lower Skeena,6,Ecstall River,Winter,,,,,400016500,400-0165-000-000-000-000-000-000-000-000-000-000,400-016500-00000-00000-0000-0000-000-000-000-000-000-000,195058,5,,,Routine Management,Wild,,,7680,103.3046,87.60459,2.74968,780.9424,12,1485.8,603.5854,0.00842,0.27519,,,,,,,,,
332,,North Coast,6,Elizabeth Lake Creek,Winter,,,,,910193700,,,,4,,,Conservation Concern,Wild,wild,,1742,6.33969,24.16805,1.27988,93.34315,7,69.19,252.6914,0,0,,,,,,,,,
333,,North Coast Islands,6,End Hill Creek,Winter,,,,,91556000062900,,,,4,,,Routine Management,Wild,wild,,1008,7.96797,16.742,1.06866,56.5581,4,35.44,75.11343,0.00254,0,,,,,,,,,
334,338,North Coast,6,Ensheshese River,Winter,,,,,910863100,910-8631-000-000-000-000-000-000-000-000-000-000,910-863100-00000-00000-0000-0000-000-000-000-000-000-000,293767,3,,,Routine Management,Wild,,,1134,12.69171,23.28784,1.25605,88.59481,17,62.94,560,0,0.17111,,,,,,,,,
335,339,Lower Skeena,6,Exchamsiks River,Winter,,,,,410,410-0000-000-000-000-000-000-000-000-000-000-000,410-000000-00000-00000-0000-0000-000-000-000-000-000-000,201413,3,,,Routine Management,Wild,,,3059,30.49126,59.8558,2.1382,388.3214,11,514.98,896.0443,0.00975,0.37873,,,,,,,,,
336,340,Lower Skeena,6,Exstew River,Winter,,,,,400137400,400-1374-000-000-000-000-000-000-000-000-000-000,400-137400-00000-00000-0000-0000-000-000-000-000-000-000,196175,4,,,Routine Management,Wild,,,3246,32.08752,54.71928,2.02154,332.2798,10,462.77,1004.008,0.01179,0.37227,,,,,,,,,
337,,Upper Skeena,6,Fiddler Creek,winter/summer,,,,,400296800,,,,4,,,Routine Management,Wild,wild,,1802,14.52698,23.6084,1.26476,90.31172,16,172.14,1055.974,0,0.25932,,,,,,,,,
,433,,6,Flat Creek,,,,,,,217-2913-807-000-000-000-000-000-000-000-000-000,217-291300-80700-00000-0000-0000-000-000-000-000-000-000,109157,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,North Coast,6,Foch River,Winter,,,,,910704200,,,,4,,,Routine Management,Wild,wild,,1062,8.62877,30.89406,1.45486,133.2502,10,118.35,711.501,0.00631,0.44579,,,,,,,,,
,341,,6,Foote Creek,,,,,,,915-7655-242-000-000-000-000-000-000-000-000-000,915-765500-24200-00000-0000-0000-000-000-000-000-000-000,305269,,,,,,,,,,,,,,,,,,,,,,,,,,
,483,,6,Fulton River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,North Coast,6,Gilttoyees Creek,Winter,,,,,910695400,,,,4,,,Routine Management,Wild,wild,,2185,17.26711,44.32216,1.78075,233.6174,8,270.76,811.0544,0.00336,0.4508,,,,,,,,,
343,342,Lower Skeena,6,Gitnadoix River,Winter,,,,,400113400,400-1134-000-000-000-000-000-000-000-000-000-000,400-113400-00000-00000-0000-0000-000-000-000-000-000-000,195977,5,,,Routine Management,Wild,,,3512,34.6963,59.94469,2.14021,389.3351,12,545.54,907.2238,0.00635,0.36992,,,,,,,,,
344,,North Coast,6,Green Inlet Creek,Winter,,,,,910533000,,,,5,,,Routine Management,Wild,wild,,1480,3.96278,39.43559,1.66467,193.7281,14,180.31,697.222,0,0.38433,,,,,,,,,
,447,,6,Haans Creek,,,,,,,950-9964-000-000-000-000-000-000-000-000-000-000,950-996400-00000-00000-0000-0000-000-000-000-000-000-000,329123,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,Queen Charlotte Island,6,Haines Creek,Winter,,,,,940560600,,,,4,,,Routine Management,Wild,wild,,1453,17.68346,23.45501,1.2606,89.48838,7,95.81,222.2882,0.00524,0.03026,,,,,,,,,
349,,North Coast Islands,6,Hevenor Inlet Creek,Winter,,,,,91556020058300,,,,3,,,Routine Management,Wild,wild,,801,4.33409,14.3208,0.99303,46.12656,9,24.65,265,0,0.04381,,,,,,,,,
351,434,Queen Charlotte Island,6,Hiellen River,Winter,,,,,940987200,940-9872-000-000-000-000-000-000-000-000-000-000,940-987200-00000-00000-0000-0000-000-000-000-000-000-000,328090,4,,,Routine Management,Wild,,,165,5.84097,28.39612,1.39116,117.6673,0,135.53,47.63218,0.08385,0,,,,,,,,,
,418,,6,Hirsch Creek,,,,,,,910-6735-117-000-000-000-000-000-000-000-000-000,910-673500-11700-00000-0000-0000-000-000-000-000-000-000,291069,,,,,,,,,,,,,,,,,,,,,,,,,,
